T,P,DOY,W,Load,LFW,LFS,N,Y
1,17,224,10.0,8.1401375,0.353629625,0.0,1,1
2,17,224,10.0,7.7780325,0.373170618,0.0,1,1
3,17,224,10.0,7.560135,0.331271044,0.0,1,1
4,17,224,10.0,7.4302325,0.362773673,0.0,1,1
5,17,224,10.0,7.36912,0.314194844,0.0,1,1
6,17,224,10.0,7.3431975,0.290238199,0.000187958,1,1
7,17,224,10.0,7.4003025,0.310382757,0.00949021,1,1
8,17,224,10.0,7.73981,0.31932085,0.038836283,1,1
9,17,224,10.0,8.394145,0.342618627,0.077741993,1,1
10,17,224,10.0,8.8965325,0.343423379,0.132962835,1,1
11,17,224,10.0,9.247425,0.290709227,0.200824308,1,1
12,17,224,10.0,9.48029,0.265918272,0.244514491,1,1
13,17,224,10.0,9.45668,0.253066069,0.240196526,1,1
14,17,224,10.0,9.2418125,0.246052136,0.207284322,1,1
15,17,224,10.0,9.049115,0.225039894,0.2450445,1,1
16,17,224,10.0,8.9508725,0.244648587,0.225528146,1,1
17,17,224,10.0,8.8013775,0.249808919,0.182685469,1,1
18,17,224,10.0,8.8723,0.226362397,0.120444124,1,1
19,17,224,10.0,8.92131,0.188098511,0.066286686,1,1
20,17,224,10.0,8.7853375,0.163030088,0.016845143,1,1
21,17,224,10.0,8.545735,0.113952578,8.97e-5,1,1
22,17,224,10.0,8.486,0.128521078,0.0,1,1
23,17,224,10.0,8.50367,0.120226597,0.0,1,1
24,17,224,10.0,8.1454725,0.113347107,0.0,1,1
1,18,238,17.0,8.5815125,0.031252813,0.0,1,1
2,18,238,17.0,8.232935,0.028030942,0.0,1,1
3,18,238,17.0,7.9540925,0.016916013,0.0,1,1
4,18,238,17.0,7.85794,0.011263675,0.0,1,1
5,18,238,17.0,7.70889,0.009643682,0.0,1,1
6,18,238,17.0,7.6176025,0.012818831,0.0,1,1
7,18,238,17.0,7.904875,0.011576422,0.019775432,1,1
8,18,238,17.0,8.311195,0.01514346,0.082268236,1,1
9,18,238,17.0,8.84754,0.014446452,0.176659792,1,1
10,18,238,17.0,9.29183,0.012045544,0.316240966,1,1
11,18,238,17.0,9.54364,0.017984884,0.427728276,1,1
12,18,238,17.0,9.723225,0.029389677,0.510079484,1,1
13,18,238,17.0,9.701745,0.035711371,0.568975677,1,1
14,18,238,17.0,9.540685,0.034347869,0.502313075,1,1
15,18,238,17.0,9.22793,0.026986862,0.455897493,1,1
16,18,238,17.0,9.1544775,0.030411827,0.369231707,1,1
17,18,238,17.0,9.1126175,0.032016565,0.272856427,1,1
18,18,238,17.0,9.111265,0.031830633,0.160433558,1,1
19,18,238,17.0,9.0417375,0.028856672,0.056347747,1,1
20,18,238,17.0,8.9226575,0.031632305,0.005065566,1,1
21,18,238,17.0,8.825155,0.050717527,0.0,1,1
22,18,238,17.0,9.04372,0.049614329,0.0,1,1
23,18,238,17.0,8.77663,0.039512969,0.0,1,1
24,18,238,17.0,8.5433025,0.036589543,0.0,1,1
1,19,255,4.0,8.282325,0.593887351,0.0,1,1
2,19,255,4.0,7.9947375,0.575706046,0.0,1,1
3,19,255,4.0,7.7947575,0.544244417,0.0,1,1
4,19,255,4.0,7.6636575,0.460966832,0.0,1,1
5,19,255,4.0,7.833495,0.42284025,0.0,1,1
6,19,255,4.0,8.1380925,0.482859152,0.0,1,1
7,19,255,4.0,9.177175,0.464296448,0.008353992,1,1
8,19,255,4.0,10.0287625,0.4581235,0.08252562,1,1
9,19,255,4.0,10.520055,0.411114128,0.197965138,1,1
10,19,255,4.0,10.726635,0.408836221,0.306082743,1,1
11,19,255,4.0,10.780545,0.399940082,0.381741105,1,1
12,19,255,4.0,10.7673125,0.439757217,0.413564505,1,1
13,19,255,4.0,10.39026,0.439056396,0.450832775,1,1
14,19,255,4.0,10.4322275,0.491655174,0.526700262,1,1
15,19,255,4.0,10.4623575,0.480923551,0.473581676,1,1
16,19,255,4.0,10.3356725,0.446005491,0.380858039,1,1
17,19,255,4.0,10.248145,0.4466348,0.256063777,1,1
18,19,255,4.0,10.40389,0.492356948,0.111897094,1,1
19,19,255,4.0,10.342105,0.503599647,0.022854734,1,1
20,19,255,4.0,10.150615,0.535439815,4.06e-5,1,1
21,19,255,4.0,10.19746,0.561325386,0.0,1,1
22,19,255,4.0,9.8838325,0.586398576,0.0,1,1
23,19,255,4.0,9.5639475,0.616469051,0.0,1,1
24,19,255,4.0,8.9643025,0.667052134,0.0,1,1
1,20,256,5.0,8.2674725,0.714522999,0.0,1,1
2,20,256,5.0,7.8526075,0.737980964,0.0,1,1
3,20,256,5.0,7.560745,0.721524537,0.0,1,1
4,20,256,5.0,7.4633625,0.739023137,0.0,1,1
5,20,256,5.0,7.5644675,0.641851175,0.0,1,1
6,20,256,5.0,7.925585,0.575409509,0.0,1,1
7,20,256,5.0,8.8731725,0.5306933,0.008196513,1,1
8,20,256,5.0,9.6808425,0.558695638,0.070053475,1,1
9,20,256,5.0,10.1067025,0.628770133,0.183432223,1,1
10,20,256,5.0,10.336535,0.700986184,0.337270301,1,1
11,20,256,5.0,10.43106,0.684332383,0.499135561,1,1
12,20,256,5.0,10.5662,0.678389229,0.521724443,1,1
13,20,256,5.0,10.3044725,0.640748931,0.401691795,1,1
14,20,256,5.0,10.2590475,0.679329378,0.369020889,1,1
15,20,256,5.0,10.2518875,0.675419082,0.378815049,1,1
16,20,256,5.0,10.1900075,0.648805038,0.331363156,1,1
17,20,256,5.0,9.881325,0.629455698,0.24967319,1,1
18,20,256,5.0,10.0081475,0.519878723,0.120052967,1,1
19,20,256,5.0,10.0968175,0.466548611,0.018171012,1,1
20,20,256,5.0,9.977095,0.541226595,8.47e-7,1,1
21,20,256,5.0,10.1791125,0.607581494,0.0,1,1
22,20,256,5.0,9.683015,0.591040206,0.0,1,1
23,20,256,5.0,9.291205,0.593633721,0.0,1,1
24,20,256,5.0,8.8906725,0.552139383,0.0,1,1
1,21,258,31.0,8.5998275,0.163288486,0.0,1,1
2,21,258,31.0,8.210685,0.110407472,0.0,1,1
3,21,258,31.0,7.9891975,0.096715237,0.0,1,1
4,21,258,31.0,7.9203,0.09191914,0.0,1,1
5,21,258,31.0,8.01589,0.097224405,0.0,1,1
6,21,258,31.0,8.47493,0.110457054,0.0,1,1
7,21,258,31.0,9.602895,0.137241774,0.003820129,1,1
8,21,258,31.0,10.40243,0.138783581,0.045562148,1,1
9,21,258,31.0,10.8281525,0.109003923,0.16176874,1,1
10,21,258,31.0,11.1619925,0.100207901,0.268304784,1,1
11,21,258,31.0,11.137125,0.113524458,0.342131822,1,1
12,21,258,31.0,11.3320125,0.113620761,0.41594108,1,1
13,21,258,31.0,10.998735,0.112549982,0.410127914,1,1
14,21,258,31.0,10.7088225,0.106044264,0.389588794,1,1
15,21,258,31.0,10.5479625,0.094564144,0.365651183,1,1
16,21,258,31.0,10.3517775,0.102299876,0.317488943,1,1
17,21,258,31.0,10.350095,0.095735994,0.236048741,1,1
18,21,258,31.0,10.4339925,0.080618279,0.110027669,1,1
19,21,258,31.0,10.325425,0.08563654,0.017546177,1,1
20,21,258,31.0,10.227715,0.090313449,0.0,1,1
21,21,258,31.0,10.4603675,0.115092009,0.0,1,1
22,21,258,31.0,10.0378225,0.125511838,0.0,1,1
23,21,258,31.0,9.7994875,0.131054523,0.0,1,1
24,21,258,31.0,9.4191675,0.131606599,0.0,1,1
1,22,276,16.0,8.7413425,0.438229712,0.0,1,1
2,22,276,16.0,8.3707875,0.43887237,0.0,1,1
3,22,276,16.0,8.1662825,0.433577594,0.0,1,1
4,22,276,16.0,8.1902225,0.446632893,0.0,1,1
5,22,276,16.0,8.3048275,0.44565365,0.0,1,1
6,22,276,16.0,8.671965,0.437207562,0.0,1,1
7,22,276,16.0,9.7503675,0.404404361,2.71e-5,1,1
8,22,276,16.0,10.7693425,0.404214615,0.04084202,1,1
9,22,276,16.0,10.872925,0.378391021,0.175085005,1,1
10,22,276,16.0,11.011685,0.354503983,0.293492065,1,1
11,22,276,16.0,10.9707225,0.311219929,0.335344997,1,1
12,22,276,16.0,11.0249125,0.304934468,0.364906969,1,1
13,22,276,16.0,10.706565,0.271679309,0.3913236,1,1
14,22,276,16.0,10.73364,0.231660987,0.387059822,1,1
15,22,276,16.0,10.6362625,0.19212132,0.342014136,1,1
16,22,276,16.0,10.4404575,0.176893953,0.282514275,1,1
17,22,276,16.0,10.3659775,0.181689096,0.165176546,1,1
18,22,276,16.0,10.5938575,0.194131294,0.041021512,1,1
19,22,276,16.0,10.7613975,0.218217614,0.000482596,1,1
20,22,276,16.0,11.0392975,0.240988106,0.0,1,1
21,22,276,16.0,10.91285,0.214233899,0.0,1,1
22,22,276,16.0,10.31668,0.254334222,0.0,1,1
23,22,276,16.0,9.9884525,0.272028289,0.0,1,1
24,22,276,16.0,9.5276875,0.278100166,0.0,1,1
1,23,286,17.0,9.05889,0.278164051,0.0,1,1
2,23,286,17.0,8.5922225,0.231951803,0.0,1,1
3,23,286,17.0,8.3600625,0.205969929,0.0,1,1
4,23,286,17.0,8.24045,0.202711825,0.0,1,1
5,23,286,17.0,8.28361,0.17844148,0.0,1,1
6,23,286,17.0,8.7573575,0.178041011,0.0,1,1
7,23,286,17.0,10.006225,0.242666264,0.0,1,1
8,23,286,17.0,11.123235,0.249196773,0.012031035,1,1
9,23,286,17.0,11.300285,0.305663894,0.084639729,1,1
10,23,286,17.0,11.498905,0.327082326,0.195580097,1,1
11,23,286,17.0,11.5053175,0.33568288,0.23815777,1,1
12,23,286,17.0,11.569675,0.322183252,0.258313352,1,1
13,23,286,17.0,11.2307425,0.36040423,0.272836954,1,1
14,23,286,17.0,11.02539,0.346476481,0.27286066,1,1
15,23,286,17.0,10.890125,0.368844597,0.229682706,1,1
16,23,286,17.0,10.85379,0.353660137,0.129693882,1,1
17,23,286,17.0,10.78448,0.335482645,0.05760927,1,1
18,23,286,17.0,10.89228,0.352910687,0.01018701,1,1
19,23,286,17.0,10.8471675,0.405260603,0.0,1,1
20,23,286,17.0,11.062295,0.42665043,0.0,1,1
21,23,286,17.0,10.6006825,0.431190988,0.0,1,1
22,23,286,17.0,9.9432375,0.401827055,0.0,1,1
23,23,286,17.0,9.75551,0.385004485,0.0,1,1
24,23,286,17.0,9.467665,0.348468339,0.0,1,1
1,24,290,11.0,8.939045,0.414815609,0.0,1,1
2,24,290,11.0,8.547415,0.397501987,0.0,1,1
3,24,290,11.0,8.295295,0.344615252,0.0,1,1
4,24,290,11.0,8.1496725,0.32155585,0.0,1,1
5,24,290,11.0,8.2120525,0.272753901,0.0,1,1
6,24,290,11.0,8.690465,0.261223247,0.0,1,1
7,24,290,11.0,9.8918775,0.23152559,0.0,1,1
8,24,290,11.0,11.073725,0.184990106,0.007875629,1,1
9,24,290,11.0,11.284665,0.196100268,0.051338908,1,1
10,24,290,11.0,11.42158,0.211606057,0.111322211,1,1
11,24,290,11.0,11.3781625,0.189728993,0.176885003,1,1
12,24,290,11.0,11.4999925,0.164767362,0.223110933,1,1
13,24,290,11.0,11.2287925,0.102682229,0.262718523,1,1
14,24,290,11.0,11.1303,0.075379759,0.268713721,1,1
15,24,290,11.0,11.0163875,0.050910133,0.22710632,1,1
16,24,290,11.0,11.045335,0.034715919,0.147201959,1,1
17,24,290,11.0,11.04346,0.027601868,0.065680477,1,1
18,24,290,11.0,11.22436,0.026984954,0.009499523,1,1
19,24,290,11.0,11.4253125,0.03165805,0.0,1,1
20,24,290,11.0,11.67596,0.051709165,0.0,1,1
21,24,290,11.0,11.181085,0.057527411,0.0,1,1
22,24,290,11.0,10.5647375,0.056064745,0.0,1,1
23,24,290,11.0,10.159025,0.056251631,0.0,1,1
24,24,290,11.0,9.6761775,0.069920028,0.0,1,1
1,25,293,10.0,8.8913725,0.557840349,0.0,1,1
2,25,293,10.0,8.42501,0.551098163,0.0,1,1
3,25,293,10.0,8.08873,0.549645032,0.0,1,1
4,25,293,10.0,7.974125,0.596865127,0.0,1,1
5,25,293,10.0,8.1020575,0.612648383,0.0,1,1
6,25,293,10.0,8.56234,0.635973812,0.0,1,1
7,25,293,10.0,9.674555,0.633946674,0.0,1,1
8,25,293,10.0,10.7917525,0.639904132,0.007445526,1,1
9,25,293,10.0,11.0184325,0.64931802,0.082151396,1,1
10,25,293,10.0,11.1030075,0.66717895,0.19327803,1,1
11,25,293,10.0,10.9692,0.675761388,0.200071628,1,1
12,25,293,10.0,10.9891875,0.691917462,0.183008893,1,1
13,25,293,10.0,10.8310975,0.707571043,0.139206951,1,1
14,25,293,10.0,10.7606275,0.6953758,0.124475918,1,1
15,25,293,10.0,10.5912925,0.666169195,0.129696422,1,1
16,25,293,10.0,10.41755,0.612844804,0.128056442,1,1
17,25,293,10.0,10.2529975,0.583302567,0.067790354,1,1
18,25,293,10.0,10.5029825,0.558956896,0.006272902,1,1
19,25,293,10.0,10.704925,0.555446115,0.0,1,1
20,25,293,10.0,11.0798225,0.55001785,0.0,1,1
21,25,293,10.0,10.660615,0.435609499,0.0,1,1
22,25,293,10.0,10.0262375,0.406761409,0.0,1,1
23,25,293,10.0,9.9336075,0.391881115,0.0,1,1
24,25,293,10.0,9.64022,0.398377298,0.0,1,1
1,26,314,9.0,9.7611375,0.202134959,0.0,1,1
2,26,314,9.0,9.2633475,0.210732653,0.0,1,1
3,26,314,9.0,8.942765,0.20762997,0.0,1,1
4,26,314,9.0,8.83682,0.212218203,0.0,1,1
5,26,314,9.0,8.981215,0.243116315,0.0,1,1
6,26,314,9.0,9.3901525,0.341337125,0.0,1,1
7,26,314,9.0,10.6275125,0.482481567,0.0,1,1
8,26,314,9.0,11.558175,0.491601778,0.0,1,1
9,26,314,9.0,11.6350275,0.506633678,0.005088425,1,1
10,26,314,9.0,11.795925,0.54310022,0.033385488,1,1
11,26,314,9.0,11.7556825,0.524358258,0.051809651,1,1
12,26,314,9.0,12.002845,0.517530256,0.070764669,1,1
13,26,314,9.0,11.8368425,0.545826271,0.087212728,1,1
14,26,314,9.0,11.786395,0.539076457,0.101637271,1,1
15,26,314,9.0,11.37319,0.545802434,0.111325598,1,1
16,26,314,9.0,11.287,0.575486742,0.066573704,1,1
17,26,314,9.0,11.3113275,0.547968782,0.012936114,1,1
18,26,314,9.0,11.99665,0.582320464,1.61e-5,1,1
19,26,314,9.0,11.990195,0.530399623,0.0,1,1
20,26,314,9.0,11.5808475,0.520339262,0.0,1,1
21,26,314,9.0,10.9865325,0.507828412,0.0,1,1
22,26,314,9.0,10.56568,0.511209517,0.0,1,1
23,26,314,9.0,10.5897375,0.529265913,0.0,1,1
24,26,314,9.0,10.3682275,0.527040448,0.0,1,1
1,27,319,18.0,9.9701275,0.093027105,0.0,1,1
2,27,319,18.0,9.4553275,0.084460877,0.0,1,1
3,27,319,18.0,9.093525,0.078584467,0.0,1,1
4,27,319,18.0,8.9748125,0.070580803,0.0,1,1
5,27,319,18.0,9.08538,0.070770549,0.0,1,1
6,27,319,18.0,9.519655,0.077349687,0.0,1,1
7,27,319,18.0,10.642985,0.067291233,0.0,1,1
8,27,319,18.0,11.5534575,0.06622999,0.0,1,1
9,27,319,18.0,11.7102275,0.064961837,0.006719092,1,1
10,27,319,18.0,11.9502275,0.051982819,0.031396684,1,1
11,27,319,18.0,11.9972675,0.03616905,0.059757246,1,1
12,27,319,18.0,12.1919,0.032760294,0.083786296,1,1
13,27,319,18.0,11.994265,0.044446368,0.09393182,1,1
14,27,319,18.0,11.9523025,0.025324914,0.07888583,1,1
15,27,319,18.0,11.8986275,0.016820663,0.054386883,1,1
16,27,319,18.0,11.9371075,0.025322054,0.025229614,1,1
17,27,319,18.0,11.9287275,0.023503733,0.004343364,1,1
18,27,319,18.0,12.4892725,0.015727,0.0,1,1
19,27,319,18.0,12.481305,0.022806725,0.0,1,1
20,27,319,18.0,12.06418,0.044990816,0.0,1,1
21,27,319,18.0,11.4894125,0.059442036,0.0,1,1
22,27,319,18.0,10.906585,0.057170803,0.0,1,1
23,27,319,18.0,10.796765,0.068740551,0.0,1,1
24,27,319,18.0,10.635725,0.089207391,0.0,1,1
1,28,329,5.0,9.840115,0.059016776,0.0,1,1
2,28,329,5.0,9.34609,0.056251631,0.0,1,1
3,28,329,5.0,8.94732,0.03695664,0.0,1,1
4,28,329,5.0,8.77477,0.019514296,0.0,1,1
5,28,329,5.0,8.7523725,0.017582508,0.0,1,1
6,28,329,5.0,8.8712875,0.024335183,0.0,1,1
7,28,329,5.0,9.2130375,0.039975415,0.0,1,1
8,28,329,5.0,9.58023,0.05530576,0.0,1,1
9,28,329,5.0,10.055885,0.062190971,0.006040071,1,1
10,28,329,5.0,10.44892,0.084927138,0.053626582,1,1
11,28,329,5.0,10.564085,0.149176711,0.110749023,1,1
12,28,329,5.0,10.852365,0.246157021,0.156162159,1,1
13,28,329,5.0,10.9047325,0.26421151,0.186822249,1,1
14,28,329,5.0,10.55476,0.255701538,0.145446833,1,1
15,28,329,5.0,10.36477,0.353510438,0.10947734,1,1
16,28,329,5.0,10.2826325,0.404114498,0.059990924,1,1
17,28,329,5.0,10.5221425,0.423601142,0.009097359,1,1
18,28,329,5.0,11.214815,0.457894661,0.0,1,1
19,28,329,5.0,11.19571,0.47417183,0.0,1,1
20,28,329,5.0,10.8052875,0.491433008,0.0,1,1
21,28,329,5.0,10.2430075,0.499881957,0.0,1,1
22,28,329,5.0,9.838115,0.494625321,0.0,1,1
23,28,329,5.0,9.81638,0.482910641,0.0,1,1
24,28,329,5.0,9.7140625,0.490833258,0.0,1,1
1,29,332,6.0,10.1777975,0.477506213,0.0,1,1
2,29,332,6.0,9.810715,0.479877563,0.0,1,1
3,29,332,6.0,9.432965,0.468125697,0.0,1,1
4,29,332,6.0,9.3648575,0.447484366,0.0,1,1
5,29,332,6.0,9.41163,0.41838932,0.0,1,1
6,29,332,6.0,9.8403025,0.414389395,0.0,1,1
7,29,332,6.0,11.001755,0.385979914,0.0,1,1
8,29,332,6.0,12.08655,0.340736421,0.0,1,1
9,29,332,6.0,12.2389725,0.30168876,0.007526805,1,1
10,29,332,6.0,12.2149625,0.232343691,0.071336165,1,1
11,29,332,6.0,12.1280625,0.194043573,0.173470425,1,1
12,29,332,6.0,12.089645,0.164611942,0.260488421,1,1
13,29,332,6.0,11.9610875,0.181091252,0.241183732,1,1
14,29,332,6.0,12.1483475,0.168484098,0.160832334,1,1
15,29,332,6.0,12.1528625,0.168578494,0.079033995,1,1
16,29,332,6.0,12.32996,0.157883104,0.033663192,1,1
17,29,332,6.0,12.50289,0.158914789,0.003377326,1,1
18,29,332,6.0,13.1076925,0.146505963,0.0,1,1
19,29,332,6.0,13.0290825,0.158248294,0.0,1,1
20,29,332,6.0,12.465375,0.142144662,0.0,1,1
21,29,332,6.0,11.795385,0.156791348,0.0,1,1
22,29,332,6.0,11.348085,0.153706782,0.0,1,1
23,29,332,6.0,11.3587525,0.159625146,0.0,1,1
24,29,332,6.0,11.10417,0.188109953,0.0,1,1
1,30,342,9.0,9.98403,0.542300235,0.0,1,1
2,30,342,9.0,9.56964,0.550746322,0.0,1,1
3,30,342,9.0,9.2698675,0.545006263,0.0,1,1
4,30,342,9.0,9.084185,0.523684134,0.0,1,1
5,30,342,9.0,9.274655,0.521007665,0.0,1,1
6,30,342,9.0,9.65214,0.528807281,0.0,1,1
7,30,342,9.0,10.7066325,0.521471065,0.0,1,1
8,30,342,9.0,11.7746675,0.538228797,0.0,1,1
9,30,342,9.0,11.9840525,0.566491439,0.002589086,1,1
10,30,342,9.0,12.0686225,0.55988751,0.034984828,1,1
11,30,342,9.0,11.948705,0.534627434,0.080153279,1,1
12,30,342,9.0,11.91155,0.509517057,0.125180339,1,1
13,30,342,9.0,11.5543125,0.535286301,0.177805323,1,1
14,30,342,9.0,11.5984,0.541348643,0.134735741,1,1
15,30,342,9.0,11.561175,0.548809767,0.085245091,1,1
16,30,342,9.0,11.5949525,0.56121478,0.03799301,1,1
17,30,342,9.0,11.856175,0.568406063,0.004177419,1,1
18,30,342,9.0,12.4525925,0.567973175,0.0,1,1
19,30,342,9.0,12.1863975,0.552749622,0.0,1,1
20,30,342,9.0,11.631075,0.56988494,0.0,1,1
21,30,342,9.0,11.201305,0.586661742,0.0,1,1
22,30,342,9.0,10.7043125,0.596311144,0.0,1,1
23,30,342,9.0,10.848705,0.579186316,0.0,1,1
24,30,342,9.0,10.84439,0.553954844,0.0,1,1
1,31,343,10.0,10.332905,0.540339842,0.0,1,1
2,31,343,10.0,9.86812,0.522327306,0.0,1,1
3,31,343,10.0,9.473585,0.525294593,0.0,1,1
4,31,343,10.0,9.1147025,0.504928823,0.0,1,1
5,31,343,10.0,8.97113,0.521841022,0.0,1,1
6,31,343,10.0,9.0544125,0.54493475,0.0,1,1
7,31,343,10.0,9.35884,0.525244057,0.0,1,1
8,31,343,10.0,9.659245,0.477995358,0.0,1,1
9,31,343,10.0,10.222095,0.501529602,0.000622295,1,1
10,31,343,10.0,10.7931775,0.510219785,0.020957369,1,1
11,31,343,10.0,10.999385,0.4960098,0.060026484,1,1
12,31,343,10.0,11.0092525,0.44809842,0.120487303,1,1
13,31,343,10.0,11.003265,0.438940069,0.16337062,1,1
14,31,343,10.0,10.77001,0.394399304,0.124945814,1,1
15,31,343,10.0,10.61406,0.381745428,0.075823461,1,1
16,31,343,10.0,10.55011,0.404373849,0.033207689,1,1
17,31,343,10.0,10.86835,0.419237934,0.002427373,1,1
18,31,343,10.0,11.4536825,0.436757511,0.0,1,1
19,31,343,10.0,11.2390725,0.442295429,0.0,1,1
20,31,343,10.0,10.8860875,0.485872207,0.0,1,1
21,31,343,10.0,10.33457,0.453082355,0.0,1,1
22,31,343,10.0,10.07504,0.413735295,0.0,1,1
23,31,343,10.0,10.151905,0.380813861,0.0,1,1
24,31,343,10.0,10.241405,0.364869462,0.0,1,1
1,32,352,7.0,9.657145,0.606800578,0.0,1,1
2,32,352,7.0,9.2779875,0.54967173,0.0,1,1
3,32,352,7.0,8.9610275,0.503273551,0.0,1,1
4,32,352,7.0,8.754465,0.459669121,0.0,1,1
5,32,352,7.0,8.8046625,0.45885674,0.0,1,1
6,32,352,7.0,9.3255375,0.494911371,0.0,1,1
7,32,352,7.0,10.545615,0.499145856,0.0,1,1
8,32,352,7.0,11.5036975,0.483543764,0.0,1,1
9,32,352,7.0,12.02559,0.489425895,1.35e-5,1,1
10,32,352,7.0,12.166425,0.501836629,0.017617296,1,1
11,32,352,7.0,12.2016625,0.502042584,0.068865611,1,1
12,32,352,7.0,12.248335,0.445706092,0.116862753,1,1
13,32,352,7.0,12.0404725,0.396217625,0.144328396,1,1
14,32,352,7.0,12.0638175,0.365759076,0.121560868,1,1
15,32,352,7.0,11.955595,0.32437153,0.069549713,1,1
16,32,352,7.0,12.0251375,0.25345605,0.02654871,1,1
17,32,352,7.0,12.28384,0.246333418,0.00331044,1,1
18,32,352,7.0,12.87133,0.209692386,0.0,1,1
19,32,352,7.0,12.7829625,0.159265677,0.0,1,1
20,32,352,7.0,12.26343,0.129597578,0.0,1,1
21,32,352,7.0,11.65403,0.117614965,0.0,1,1
22,32,352,7.0,11.0231375,0.115688899,0.0,1,1
23,32,352,7.0,11.015515,0.125128532,0.0,1,1
24,32,352,7.0,10.98185,0.117756083,0.0,1,1
